case_id,report_text,meeting_count,attendee_count
LA02949,"Social Impact Assessment Report — Power Plant Project, Gujarat_District_1, Gujarat


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 137 persons attended across all sessions, against 149 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,137
LA02950,"Social Impact Assessment Status — Industrial Corridor Project, Punjab_District_2, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02951,"Social Impact Assessment Report — Irrigation Project, Madhya Pradesh_District_3, Madhya Pradesh


Consultation process: 4 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 10 persons attended across all sessions, against 12 families recorded as affected.

Objections at these sessions were raised principally by the local women's self-help group.

Nature of objections — substantive: the assembly contested the classification of the land in the revenue record, which the acquiring authority has relied on to determine compensation.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",4,10
LA02952,"Social Impact Assessment Report — Urban Housing Project, West Bengal_District_4, West Bengal


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 115 persons attended across all sessions, against 262 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,115
LA02953,"Social Impact Assessment Report — Power Plant Project, West Bengal_District_4, West Bengal


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 48 persons attended across all sessions, against 56 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,48
LA02954,"Social Impact Assessment Status — Industrial Corridor Project, Maharashtra_District_1, Maharashtra

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02955,"Social Impact Assessment Report — Power Plant Project, Punjab_District_4, Punjab


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 30 persons attended across all sessions, against 62 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Some attendees stated that they would approach the High Court if the award is declared without their objections being addressed in writing.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,30
LA02956,"Social Impact Assessment Status — Power Plant Project, Rajasthan_District_1, Rajasthan

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02957,"Social Impact Assessment Report — Railway Project, Madhya Pradesh_District_2, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 6 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by elected Panchayat members, landowning farmers and the local women's self-help group.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,8
LA02958,"Social Impact Assessment Status — Power Plant Project, Odisha_District_1, Odisha

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02959,"Social Impact Assessment Report — Industrial Corridor Project, Gujarat_District_3, Gujarat


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 33 persons attended across all sessions, against 46 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,33
LA02960,"Social Impact Assessment Report — Irrigation Project, Gujarat_District_2, Gujarat


Consultation process: 2 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 14 persons attended across all sessions, against 20 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees repeatedly referred to an acquisition in a neighbouring district where compensation remains undisbursed after two years, and said they had no reason to expect different treatment here.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,14
LA02961,"Social Impact Assessment Report — Highway Project, Bihar_District_3, Bihar


Consultation process: 4 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 70 persons attended across all sessions, against 58 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by agricultural labourers.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Speakers warned of an indefinite dharna at the site office if the process continues without a further hearing.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,70
LA02962,"Social Impact Assessment Report — Irrigation Project, Odisha_District_4, Odisha


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 13 families recorded as affected.

Objections at these sessions were raised principally by elected Panchayat members, tenant cultivators and the local women's self-help group.

Nature of objections — substantive: the assembly contested the classification of the land in the revenue record, which the acquiring authority has relied on to determine compensation.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,8
LA02963,"Social Impact Assessment Report — Railway Project, Karnataka_District_4, Karnataka


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 6 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by tenant cultivators.

Nature of objections — procedural: the draft rehabilitation schedule was read aloud but not distributed in writing, which several attendees objected to.

The assembly recorded that the parcel includes common grazing land used by households who own no land in the acquisition area and would therefore receive no compensation.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,8
LA02964,"Social Impact Assessment Status — Railway Project, Rajasthan_District_2, Rajasthan

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02965,"Social Impact Assessment Status — Irrigation Project, Karnataka_District_4, Karnataka

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02966,"Social Impact Assessment Report — Industrial Corridor Project, Madhya Pradesh_District_4, Madhya Pradesh


Consultation process: 4 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 10 persons attended across all sessions, against 18 families recorded as affected.

Objections at these sessions were raised principally by the local women's self-help group and representatives of the Scheduled Tribe community.

Nature of objections — substantive: a section of attendees questioned whether the stated public purpose justifies displacement at this scale, and asked for the project justification documents to be placed in the public domain.

Objection was recorded to the inclusion of a community burial ground within the boundary, which attendees said cannot be relocated on any terms.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,10
LA02967,"Social Impact Assessment Status — Industrial Corridor Project, Maharashtra_District_3, Maharashtra

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02968,"Social Impact Assessment Report — Urban Housing Project, Maharashtra_District_3, Maharashtra


Consultation process: 3 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 20 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

The consultation noted that the village water tank falls inside the boundary, with no alternative source identified in the rehabilitation plan.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,8
LA02969,"Social Impact Assessment Report — Highway Project, Rajasthan_District_4, Rajasthan


Consultation process: 4 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 22 persons attended across all sessions, against 40 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,22
LA02970,"Social Impact Assessment Status — Industrial Corridor Project, Punjab_District_4, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02971,"Social Impact Assessment Status — Railway Project, Madhya Pradesh_District_4, Madhya Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02972,"Social Impact Assessment Status — Urban Housing Project, Madhya Pradesh_District_1, Madhya Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02973,"Social Impact Assessment Status — Irrigation Project, Punjab_District_1, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02974,"Social Impact Assessment Report — Industrial Corridor Project, West Bengal_District_2, West Bengal


Consultation process: 4 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 11 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,8
LA02975,"Social Impact Assessment Report — Railway Project, Rajasthan_District_4, Rajasthan


Consultation process: 3 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 10 persons attended across all sessions, against 14 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,10
LA02976,"Social Impact Assessment Report — Highway Project, West Bengal_District_1, West Bengal


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 21 persons attended across all sessions, against 26 families recorded as affected.

Objections at these sessions were raised principally by the local women's self-help group and landowning farmers.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,21
LA02977,"Social Impact Assessment Report — Power Plant Project, Punjab_District_1, Punjab


Consultation process: 2 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 48 persons attended across all sessions, against 52 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,48
LA02978,"Social Impact Assessment Status — Highway Project, Bihar_District_1, Bihar

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02979,"Social Impact Assessment Report — Power Plant Project, Uttar Pradesh_District_2, Uttar Pradesh


Consultation process: 2 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 37 persons attended across all sessions, against 39 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community, elected Panchayat members and agricultural labourers.

Nature of objections — substantive: the assembly contested the classification of the land in the revenue record, which the acquiring authority has relied on to determine compensation.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",2,37
LA02980,"Social Impact Assessment Report — Urban Housing Project, Karnataka_District_1, Karnataka


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 119 families recorded as affected.

The consultation team notes that attendance represented a small share of the affected households, and that the sessions may not reflect the views of the wider affected population.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,8
LA02981,"Social Impact Assessment Status — Urban Housing Project, Rajasthan_District_3, Rajasthan

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02982,"Social Impact Assessment Report — Urban Housing Project, Karnataka_District_4, Karnataka


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 32 persons attended across all sessions, against 58 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,32
LA02983,"Social Impact Assessment Report — Urban Housing Project, Odisha_District_4, Odisha


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 18 persons attended across all sessions, against 22 families recorded as affected.

Objections at these sessions were raised principally by landowning farmers and agricultural labourers.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,18
LA02984,"Social Impact Assessment Status — Irrigation Project, Punjab_District_2, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02985,"Social Impact Assessment Status — Railway Project, Karnataka_District_1, Karnataka

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02986,"Social Impact Assessment Report — Power Plant Project, Madhya Pradesh_District_2, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 74 persons attended across all sessions, against 110 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,74
LA02987,"Social Impact Assessment Report — Mining Project, Madhya Pradesh_District_2, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 16 persons attended across all sessions, against 31 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees repeatedly referred to an acquisition in a neighbouring district where compensation remains undisbursed after two years, and said they had no reason to expect different treatment here.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,16
LA02988,"Social Impact Assessment Status — Mining Project, Punjab_District_4, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02989,"Social Impact Assessment Status — Urban Housing Project, Madhya Pradesh_District_2, Madhya Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02990,"Social Impact Assessment Report — Mining Project, Madhya Pradesh_District_1, Madhya Pradesh


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 18 persons attended across all sessions, against 34 families recorded as affected.

Objections at these sessions were raised principally by agricultural labourers, representatives of the Scheduled Tribe community and the local women's self-help group.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Speakers warned of an indefinite dharna at the site office if the process continues without a further hearing.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,18
LA02991,"Social Impact Assessment Report — Mining Project, Bihar_District_2, Bihar


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 121 persons attended across all sessions, against 173 families recorded as affected.

Objections at these sessions were raised principally by the local women's self-help group, representatives of the Scheduled Tribe community and local shopkeepers and traders.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,121
LA02992,"Social Impact Assessment Report — Irrigation Project, Maharashtra_District_1, Maharashtra


Consultation process: 4 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 32 persons attended across all sessions, against 59 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Speakers warned of an indefinite dharna at the site office if the process continues without a further hearing.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,32
LA02993,"Social Impact Assessment Report — Urban Housing Project, Madhya Pradesh_District_2, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 8 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by local shopkeepers and traders.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Several speakers recalled assurances given during an earlier survey visit that were not honoured, and asked what guarantee distinguishes the present commitments.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,8
LA02994,"Social Impact Assessment Report — Highway Project, Rajasthan_District_4, Rajasthan


Consultation process: 2 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 21 families recorded as affected.

Objections at these sessions were raised principally by elected Panchayat members.

Nature of objections — substantive: objections were raised to the acquisition in principle, not to its terms, with attendees stating that no compensation figure would be acceptable.

The consultation team noted visible distrust rooted in a prior project in the same block, where promised employment did not materialise.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",2,8
LA02995,"Social Impact Assessment Status — Urban Housing Project, Bihar_District_1, Bihar

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02996,"Social Impact Assessment Report — Highway Project, Uttar Pradesh_District_2, Uttar Pradesh


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 13 persons attended across all sessions, against 20 families recorded as affected.

Objections at these sessions were raised principally by landowning farmers.

Nature of objections — substantive: the assembly contested the classification of the land in the revenue record, which the acquiring authority has relied on to determine compensation.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",2,13
LA02997,"Social Impact Assessment Report — Highway Project, Punjab_District_4, Punjab


Consultation process: 2 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 18 families recorded as affected.

Objections at these sessions were raised principally by landowning farmers and tenant cultivators.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,8
LA02998,"Social Impact Assessment Status — Mining Project, Madhya Pradesh_District_2, Madhya Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA02999,"Social Impact Assessment Report — Industrial Corridor Project, Punjab_District_2, Punjab


Consultation process: 2 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 31 families recorded as affected.

The consultation team notes that attendance represented a small share of the affected households, and that the sessions may not reflect the views of the wider affected population.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

The assembly recorded that the parcel includes common grazing land used by households who own no land in the acquisition area and would therefore receive no compensation.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,8
LA03000,"Social Impact Assessment Report — Irrigation Project, Bihar_District_3, Bihar


Consultation process: 2 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 9 families recorded as affected.

Objections at these sessions were raised principally by elected Panchayat members, tenant cultivators and the local women's self-help group.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",2,8
LA03001,"Social Impact Assessment Report — Irrigation Project, Odisha_District_4, Odisha


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 30 persons attended across all sessions, against 42 families recorded as affected.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Some attendees stated that they would approach the High Court if the award is declared without their objections being addressed in writing.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",4,30
LA03002,"Social Impact Assessment Status — Mining Project, Uttar Pradesh_District_4, Uttar Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA03003,"Social Impact Assessment Status — Industrial Corridor Project, Punjab_District_4, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA03004,"Social Impact Assessment Status — Railway Project, Punjab_District_1, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA03005,"Social Impact Assessment Report — Urban Housing Project, Uttar Pradesh_District_4, Uttar Pradesh


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 15 persons attended across all sessions, against 50 families recorded as affected.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community, tenant cultivators and local shopkeepers and traders.

Nature of objections — procedural: attendees asked why the survey map displayed at the meeting differed from the one circulated earlier.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,15
